view_count,followers_count,is_following,title,introduction,section_list,banner,updated,id
1731503,9,False,2025重阳｜孝满中华 德润人心,登高望远，尊老助老，共度中国节。,"[{'section_id': '1965085377053319925', 'section_title': '重阳习俗'}, {'section_id': '1965090805308986440', 'section_title': '尊老助老'}, {'section_id': '1965090846526402603', 'section_title': '银发经济'}]",https://pic1.zhimg.com/100/v2-0c73f7047d5e9973f777b14797f63e9c_hd.png,1761532312,1965084851284735395
982460,19,False,2025年中国网络文明大会,汇聚网络正能量 引领时代新风尚,"[{'section_id': '1915459925842331448', 'section_title': '2025年中国网络文明大会'}, {'section_id': '1915460865353839024', 'section_title': '网络文明建设'}, {'section_id': '1915462249658681242', 'section_title': '个人信息保护'}]",https://pic4.zhimg.com/100/v2-a845dcd4264f2cc02b19aee084b11dfb_hd.png,1749527747,1915458132534101006
815440,5,False,和满京城 奋进九州,粽香浸润古都，龙舟激荡新潮，你了解端午节最初的起源吗？你的家乡都有哪些特殊的传统习俗？这个时节，都有哪些美食呢？你又有哪些出门游玩的计划呢？,"[{'section_id': '1910313282268542547', 'section_title': '解码节日渊源'}, {'section_id': '1910324865463984696', 'section_title': '民间传统习俗'}, {'section_id': '1910324897235841969', 'section_title': '端午饮食风味'}, {'section_id': '1910324930198865140', 'section_title': '假期旅行消费'}]",https://pic4.zhimg.com/100/v2-9a42dc88c297516b7ecba2933b5dfb77_hd.png,1748581894,1910304383792571848
1710292,40,False,2025｜云上阅读季,云上阅读季，重温经典作品魅力，聚焦网络文学创新表达。,"[{'section_id': '1892604127126737871', 'section_title': ' 重温经典文学 IP'}, {'section_id': '1892598707188376019', 'section_title': '科幻作品中的「预言」'}, {'section_id': '1892599200539190085', 'section_title': '现实题材里的「烟火气」\u200c'}, {'section_id': '1892603610363299417', 'section_title': 'AI 闯入网文圈'}]",https://pic3.zhimg.com/100/v2-055b906c2678e177b21bf843bc23f0c2_hd.png,1751442884,1892598504750314146
1930870,0,False,网络普法 点亮生活,互联网时代，法律不再是晦涩的条文，而是每个人手中的「工具箱」，法律与生活的边界正在消融。「网络普法 点亮生活」专题，聚焦网民最关心的‌法律盲区、维权痛点、新兴技术伦理‌，让法律知识从「纸上规则」变为「生活解法」。,"[{'section_id': '1892589446815266776', 'section_title': '网络强国普法新篇'}, {'section_id': '1892591037224026242', 'section_title': '网络谣言要说「不」'}, {'section_id': '1892592260622841765', 'section_title': '网络护苗守「红线」'}, {'section_id': '1892592893291639306', 'section_title': '网络普法在行动'}]",https://pic1.zhimg.com/100/v2-4ce424fe23bbf60f8cc9b9aea3da8bf8_hd.png,1761532203,1892588605198798930
882722,5,False,忆满九州 情思华夏,清明时节，扫墓踏青，你了解哪些关于清明的诗词文化、传统习俗？准备通过什么样的方式寄托哀思？,"[{'section_id': '1888299418576478558', 'section_title': '云上追思'}, {'section_id': '1888299523811562903', 'section_title': '清明文化'}, {'section_id': '1888299630934069250', 'section_title': '春日踏青'}]",https://pic3.zhimg.com/100/v2-b5e37f6959020e42f688ef99c4a41486_hd.png,1743500834,1888297394191442641
963532,4,False,金蛇起新岁，欢乐闹元宵,「元」气满满，喜「宵」颜开。欢乐元宵，共享团圆。,"[{'section_id': '1872274514672500737', 'section_title': '红红火火闹元宵'}, {'section_id': '1872282821059563523', 'section_title': '传承千年的中国式浪漫'}]",https://pic2.zhimg.com/100/v2-dd8b92dff1d267a787d43f0c3182d215_hd.png,1739170765,1872272516929679360
814501,5,False,京彩春节的N种打开方式,春节，承载着团圆的温暖和对未来的美好祝愿。2025 年第一个非遗春节即将登场，你准备好迎新年了吗？,"[{'section_id': '1865105132385095681', 'section_title': '京彩春节'}, {'section_id': '1865105154078019584', 'section_title': '非遗里的中国年'}]",https://pic2.zhimg.com/100/v2-d0dd147c29e7703e168843dc8a0d0291_hd.png,1737513877,1865104586597068800
47655875,11,False,北京大视听·春天的“视”集,根据北京市广电局元旦春节两节文化活动整体安排，统筹北京大视听优质资源，知乎于2025年春节期间，在首页首屏上线“北京大视听·春天的‘视’集”专区，集中展播优秀作品，丰富群众假日文化供给。,"[{'section_id': '1864662026091122688', 'section_title': '综艺节目'}, {'section_id': '1864661931203362818', 'section_title': '纪录片'}, {'section_id': '1864662384620216320', 'section_title': '晚会活动'}]",https://pic3.zhimg.com/100/v2-c59acde5fb37ac1012228908cfb3e492_hd.png,1737352422,1864661488037400577
619750,3,False,创在武汉,各位才华横溢的创作者们！「映像武汉」官方号来知乎搞事情啦！我们正式开启#「创」在武汉#话题活动，现面向全网招募作者，一起用作品为武汉打 call。 无论你擅长摄影，能用镜头捕捉武汉的烟火人间、绝美江景；还是妙笔生花，以文字勾勒武汉的热干面香、黄鹤楼韵；亦或是剪辑大神，能通过视频展现武汉的车水马龙、四季更迭，形式统统不限，只要它满含你对武汉的热爱。 这是一场创意的狂欢，你的每一份作品都将成为武汉独特魅力的展示窗口。而且，重点来咯！我们将从众多佳作中精心挑选出 10 位优秀获奖者，奉上实打实的现金奖励。 别犹豫，快来加入创在武汉，让你的才华在这座英雄城市绽放光芒，和我们一起书写关于武汉的热血篇章吧！ 期待看到你的精彩创作，速来！,"[{'section_id': '1863550795221434369', 'section_title': '映像武汉'}, {'section_id': '1863550840201162752', 'section_title': '「泳」者集结'}, {'section_id': '1863550884597858304', 'section_title': '一针一世界'}, {'section_id': '1863550930462593024', 'section_title': '初夏的快乐'}, {'section_id': '1863550986930487298', 'section_title': '青春无敌 所向披靡'}, {'section_id': '1863551047374614528', 'section_title': '魅力武汉'}]",https://pic2.zhimg.com/100/v2-e742371b57b50783e94a3df15f8ff6a9_hd.png,1737085637,1863547714706485248
3098051,65,False,元旦快乐丨2025更精彩, ,"[{'section_id': '1857382904310677504', 'section_title': '回望足迹'}, {'section_id': '1857382997759766528', 'section_title': '奔向2025'}, {'section_id': '1857383053653045248', 'section_title': '对话时代'}, {'section_id': '1857383102541852673', 'section_title': '美好生活'}]",https://pic2.zhimg.com/100/v2-0135e21b7ab1ffaa6885f7d4f86f2ee5_hd.png,1735616783,1857381850634387456
8333350,4,False,2024年世界互联网大会乌镇峰会, ,"[{'section_id': '1842170723143135234', 'section_title': '峰会看点'}, {'section_id': '1842171838861549569', 'section_title': '数字经济新趋势'}, {'section_id': '1842172397375070208', 'section_title': '网络空间命运共同体'}, {'section_id': '1842172046248902656', 'section_title': '互联网未来之光'}]",https://pic4.zhimg.com/100/v2-53f6195467d7cc22996afb45c69192bf_hd.png,1732174074,1841805568026755074
241732,15,False,增强国家安全意识 筑牢国家安全人民防线,国家安全是民族复兴的根基。坚持总体国家安全观，坚决维护国家主权、安全、发展利益。,"[{'section_id': '1832085893927800832', 'section_title': '国家安全'}]",https://pic3.zhimg.com/100/v2-6998fb9a00f201f4fe148bb631824da2_hd.png,1736504067,1832080527294853121
1723594,51,False,2024国家网络安全宣传周,2024年国家网络安全宣传周以「网络安全为人民，网络安全靠人民」为主题，将举办开幕式、网络安全技术高峰论坛主论坛暨粤港澳大湾区网络安全大会、网络安全博览会，集中发布一系列网络安全领域重要成果。同时将举行校园日、电信日、法治日、金融日、青少年日、个人信息保护日等系列主题日活动。,"[{'section_id': '1814303142386487297', 'section_title': '官方稿件'}, {'section_id': '1814301769079058432', 'section_title': '宣传视频'}, {'section_id': '1814297952828665856', 'section_title': '宣传海报'}, {'section_id': '1814311775564357633', 'section_title': '网络安全'}]",https://pic2.zhimg.com/100/v2-4cb676ecfc24da42feb6f8dba7d4c0d9_hd.png,1726287986,1814297848247885824
7167524,7,False,2024中国网络文明大会, ,"[{'section_id': '1811816110498127872', 'section_title': '网络文明生态共建'}, {'section_id': '1811816332888514561', 'section_title': '网络法治'}, {'section_id': '1811816516645179393', 'section_title': '网络辟谣'}, {'section_id': '1811816662841835521', 'section_title': '网络正能量传播'}, {'section_id': '1811816944501923843', 'section_title': '青少年网络安全保护'}, {'section_id': '1811817073254473730', 'section_title': '网络文艺与文化强国建设'}]",https://pic3.zhimg.com/100/v2-ac34582ace91462c3452d452f85fd1e6_hd.png,1724753501,1811814552964317187
627919,91,False,共建和谐亲子关系，助力儿童健康成长,和谐亲子关系有哪些特征？如何有效沟通建立和谐亲子关系？暑期来临，全国妇联社联中心联合知乎围绕“共建和谐亲子关系，助力儿童健康成长”这一主题，邀请相关领域专家行家联动女性社会组织开展交流分享，凝聚社会力量关爱服务儿童，共建和谐家庭。一起来参加吧~,"[{'section_id': '1795139678229381121', 'section_title': '问答精选'}, {'section_id': '1798723028823191552', 'section_title': '相关问题 '}]",https://pic3.zhimg.com/100/v2-94bc803b7ab6e0e9447630064aad4c6e_hd.png,1722321518,1795139218252623872
3828115,18,False,网络中国节·端午丨和满中华 奋进九州, ,"[{'section_id': '1782374463528009729', 'section_title': '粽香探源'}, {'section_id': '1782374581190823937', 'section_title': '粽艺薪传'}, {'section_id': '1782374631829655553', 'section_title': '粽韵新篇'}, {'section_id': '1782374679464370176', 'section_title': '粽情家国'}]",https://pic1.zhimg.com/100/v2-6ff5545fcb222801b52304375f780030_hd.png,1717732197,1782373709593477120
52399171,72,False,互联保苗丨网络防护从我做起, ,"[{'section_id': '1809185396644524032', 'section_title': '网络安全冷知识'}, {'section_id': '1774846669131419648', 'section_title': '网络安全环保'}, {'section_id': '1774846789805264896', 'section_title': '网络法制践行者'}, {'section_id': '1774846850383638528', 'section_title': '文明互联你我'}, {'section_id': '1774846736458190848', 'section_title': '科普在身边'}]",https://pic1.zhimg.com/100/v2-2683e036b2a863a98d37f07047dc8540_hd.png,1724123692,1774845716361523202
58838468,164,False,E企跟党走 阅读悦生活, ,"[{'section_id': '1765812365168533504', 'section_title': '阅读给你答案'}, {'section_id': '1765812172415127552', 'section_title': '中国传统文化'}, {'section_id': '1765812225246416896', 'section_title': '中国近现代革命史'}, {'section_id': '1765812302253551616', 'section_title': '青年的自我成长'}]",https://pic1.zhimg.com/100/v2-a70b5383623368eed1d2ab446562ca00_hd.png,1713842500,1765812015929524224
918483,47,False,2024清明节丨忆满九州 情思华夏, ,"[{'section_id': '1758812907830280192', 'section_title': '清明节习俗'}, {'section_id': '1758812963559882753', 'section_title': '清明祭故人'}, {'section_id': '1758813013195546624', 'section_title': '绿色祭扫'}, {'section_id': '1758813071085350912', 'section_title': '踏青赏春'}]",https://pic2.zhimg.com/100/v2-ef880640d6c7dd84befcab4722320c79_hd.png,1712128162,1758812756265066496
52809752,128,False,知乎上的四川,知乎上的四川,"[{'section_id': '1755552490500956160', 'section_title': '四川生活'}, {'section_id': '1755552592808419328', 'section_title': '四川过春节'}, {'section_id': '1755552637028974592', 'section_title': '四川过春天'}, {'section_id': '1755552696822992897', 'section_title': '四川过夏天'}]",https://pic1.zhimg.com/100/v2-a7556006256fbd78267bf95de518ead8_hd.png,1716456607,1755552296522809344
45326586,528,True,筑梦现代化 共绘新图景, ,"[{'section_id': '1747672587361173504', 'section_title': '聚焦两会'}, {'section_id': '1748319114500956160', 'section_title': '政府工作报告'}, {'section_id': '1747379943917490177', 'section_title': '两会热议'}, {'section_id': '1747393101021171713', 'section_title': '两会热词'}, {'section_id': '1747379762920583170', 'section_title': '两会声音'}, {'section_id': '1747384072702447616', 'section_title': '两会科普'}]",https://pic3.zhimg.com/100/v2-177d867d2f8a6c524c435c1293a6c7ea_hd.png,1710126826,1747379177022484480
17919950,84,True,龙腾九州 福满京华, ,"[{'section_id': '1744041440827588608', 'section_title': '元宵喜乐'}, {'section_id': '1735701045710450688', 'section_title': '团圆乐事'}, {'section_id': '1735701146944172032', 'section_title': '祈福迎祥'}, {'section_id': '1735701461890318336', 'section_title': '春满人间'}, {'section_id': '1735701519196844032', 'section_title': '年货大集'}]",https://pic2.zhimg.com/100/v2-2c6f40ee00546ec179f3a078fee98995_hd.png,1725443941,1735694700215025664
3442122,47,False,聚焦2024河南两会, ,"[{'section_id': '1734905810058846208', 'section_title': '解读政府工作报告'}, {'section_id': '1734686492570742785', 'section_title': '河南两会声音'}, {'section_id': '1734283305841434624', 'section_title': '“链”上河南造'}, {'section_id': '1734283388213645312', 'section_title': '两会财经访谈'}, {'section_id': '1734283452038561792', 'section_title': '河南出圈记'}]",https://pic3.zhimg.com/100/v2-f5683e85a229582bdfa3a46f8221a82e_hd.png,1706421034,1734281263714783232
43816166,125,False,‘京•彩’新征程之经济展望, ,"[{'section_id': '1728134303655964673', 'section_title': '政策解读'}, {'section_id': '1728134372400721921', 'section_title': '经济新增长'}, {'section_id': '1728134440893489153', 'section_title': '经济新闻'}, {'section_id': '1728134505032916992', 'section_title': '京城观察'}]",https://pic3.zhimg.com/100/v2-1f666d7156738412641fde754527a572_hd.png,1706607879,1728132030431174656
1570276,74,False,2024丨元旦快乐, ,"[{'section_id': '1722684105983209472', 'section_title': ' 期待 2024'}, {'section_id': '1722674154770313216', 'section_title': '收获 2023'}, {'section_id': '1722687175496466432', 'section_title': '难忘 2023'}, {'section_id': '1722689810790268928', 'section_title': '元旦典故'}]",https://pic3.zhimg.com/100/v2-0400467a50c4da522c7d46ff051d830a_hd.png,1704067304,1722667261330825216
373247047,162,False,见证丨改革开放45周年, ,"[{'section_id': '1717591164016771073', 'section_title': '改革影响丨45周年成绩单'}, {'section_id': '1717591239623585792', 'section_title': '岁月如梭丨改革开放的重要意义'}, {'section_id': '1717598858803105792', 'section_title': '中国速度丨外国人眼中的改革开放'}, {'section_id': '1717598953867198464', 'section_title': '向未来出发丨新时代的风貌'}]",https://pic1.zhimg.com/100/v2-9eab849ba36d4a6eb496ee0662be3a64_hd.png,1702620480,1717590279350284288
559,117,False,大咖聊网安, ,"[{'section_id': '1713958450277752832', 'section_title': '聚焦网络安全 畅聊数字科技'}]",https://pic2.zhimg.com/100/v2-264c0641465123df00873b5ce64f9539_hd.png,1701424282,1713612084858806274
255604733,48,False,向科学要答案,该专题由北京宣传文化引导基金资助，围绕科技创新重点产业领域科技创新需求，开展广泛讨论，展现北京建设具有全球影响力的科技创新中心的生动实践。,"[{'section_id': '1713144535260196864', 'section_title': '向科学要答案'}]",https://pic3.zhimg.com/100/v2-62e6250c565a270e76fa6f37ef52d326_hd.png,1713250204,1713143889211383808
40881540,787,False,品好书｜读懂优秀文化, ,"[{'section_id': '1700934497342816256', 'section_title': '「一轴三带」历史文化'}, {'section_id': '1700934332091437056', 'section_title': '中国传统文化'}, {'section_id': '1700934389817622528', 'section_title': '中国近现代革命史'}, {'section_id': '1700934443966107648', 'section_title': '北京红色历史文化'}, {'section_id': '1700934550413328384', 'section_title': '北京都城之源'}]",https://pic3.zhimg.com/100/v2-a29c52831db46bff1d425012a3511446_hd.png,1698672097,1700933764044173312
19338683,135,False,2023丨孝满中华 德润人心, ,"[{'section_id': '1697569081048379392', 'section_title': '老有所孝'}, {'section_id': '1697569211579318272', 'section_title': '老有所爱'}, {'section_id': '1697569262619799552', 'section_title': '老有所福'}, {'section_id': '1697569308530741248', 'section_title': '老有所忆'}]",https://pic4.zhimg.com/100/v2-c46dcd563369f48d3226801d878efddb_hd.png,1697599547,1697567442224775168
6455562,167,False,大道互通, ,"[{'section_id': '1696233939520380928', 'section_title': '「一带一路」十周年'}, {'section_id': '1696237912306331648', 'section_title': '共建繁荣之路'}]",https://pic4.zhimg.com/100/v2-f88fee47a83257a17fadb575dcff830b_hd.png,1697685173,1696227344438833152
457717,88,False,家人防跌倒指南,伴随人口老龄化的加剧，有一个健康风险问题不容忽视：老年人失足跌倒的风险在逐步增加！据世界卫生组织发布的报告显示，全球每年有30多万人死于跌倒，其中60岁以上人群占一半以上。为了帮助家庭更好地预防老年人跌倒，在重阳节来临之际，知乎联合中国人口福利基金会、健康中国共同推出专题「家人防跌倒指南」。该专题通过科普、问答、互动等形式，向家庭成员介绍老年人防跌倒的相关知识和技巧。,"[{'section_id': '1696126342582657025', 'section_title': '基础知识'}, {'section_id': '1696126173099274240', 'section_title': '预防技巧'}, {'section_id': '1696126606962388992', 'section_title': '医学保健'}, {'section_id': '1696126657327378432', 'section_title': '急救措施'}, {'section_id': '1696126811434700800', 'section_title': '心理关爱'}]",https://pic4.zhimg.com/100/v2-3b82bba0d23dfb817767ebc22aece0c7_hd.png,1698030956,1696122791642906625
2978721,41,False,2023｜欢度国庆, ,"[{'section_id': '1690042649132969984', 'section_title': '共筑中国梦'}, {'section_id': '1690042688328744960', 'section_title': '解锁出游好方向'}, {'section_id': '1690042609760833537', 'section_title': '历史上的今天'}, {'section_id': '1690042733681688576', 'section_title': '宅家指南'}]",https://pic1.zhimg.com/100/v2-c62261c6d7429f0cf3d4e9ee4e2dea08_hd.png,1696121973,1690003860159168512
5382814,34,False,潮涌东方, ,"[{'section_id': '1688581503490088960', 'section_title': '玩转亚运会'}, {'section_id': '1688581545051435008', 'section_title': '美景亚运会'}, {'section_id': '1688581594892394496', 'section_title': '美食亚运会'}]",https://pic1.zhimg.com/100/v2-b78ec111a80c0201b3af0502439ae2f8_hd.png,1695372418,1688580164198555648
5577430,50,False,2023｜月圆九州 情系中华, ,"[{'section_id': '1687787893974884352', 'section_title': '花样中秋'}, {'section_id': '1687787833069371392', 'section_title': '历史中秋'}, {'section_id': '1687787942783803393', 'section_title': '故事中秋'}, {'section_id': '1687787999859949568', 'section_title': '享乐中秋'}]",https://pic1.zhimg.com/100/v2-5540894d73e922589c08d1071bcb54a4_hd.png,1695950714,1687787446086066176
49411434,266,False,2023 年「云上读书季」网络阅读活动, ,"[{'section_id': '1683515629808803840', 'section_title': '探索未知世界'}, {'section_id': '1683515677128884225', 'section_title': '感悟人生智慧'}, {'section_id': '1683515720267370496', 'section_title': '持续自我成长'}, {'section_id': '1683515773006532608', 'section_title': '探秘文化多样性'}]",https://pic2.zhimg.com/100/v2-71f844d658df1e8cfb5c32796968d0b9_hd.png,1694744893,1683484777829883904
16830055,182,False,用想象力预见未来,为迎接 2023 成都世界科幻大会，营造大会热烈氛围，擦亮成都科幻之都名片内容，结合省市有关科幻主题的世系列活动相关工作相关要求，聚焦成都科普与科幻产业，广泛吸引科幻创作者与泛科幻爱好者的关注和参与，激发全民创新力和想象力，为打造成都科幻之都名片贡献崇州力量，拟联动知乎开展2023用想象力「预见」未来系列科幻活动,"[{'section_id': '1682519114659237888', 'section_title': '未来城市'}]",https://pic3.zhimg.com/100/v2-63d890808649aa21693ba4553ef20caa_hd.png,1693971453,1682518300448370689
24346799,59,False,北京文化论坛｜文化京韵, ,"[{'section_id': '1682061992427487232', 'section_title': '文化论坛'}, {'section_id': '1682061643675250688', 'section_title': '古都文脉'}, {'section_id': '1682061692929011714', 'section_title': '博物之城'}, {'section_id': '1682061768715882496', 'section_title': '京美画卷'}]",https://pic1.zhimg.com/100/v2-4295803646fdb79945ae8a94b4c72650_hd.png,1695006247,1682061218012196864
45932238,316,False,2023 开学第一课, ,"[{'section_id': '1681004485713989632', 'section_title': '开学第一课'}, {'section_id': '1680266159818194944', 'section_title': '新生支招'}, {'section_id': '1680266238209847296', 'section_title': '学习安排'}, {'section_id': '1680266322343206912', 'section_title': '生活游玩'}, {'section_id': '1680266362738511872', 'section_title': '校园防诈'}, {'section_id': '1680266395592638464', 'section_title': '教师节'}]",https://pic3.zhimg.com/100/v2-46b91aea34fe751b55c0e12c5ecfff8a_hd.png,1694401899,1680264973803245568
80712142,44,False,爱满中华，相约幸福,窥见新时代年轻人婚恋文化的碰撞与整合，探索年轻人婚恋观变化中的文化多样性,"[{'section_id': '1675537404201693187', 'section_title': ' 鹊桥相会，河汉情缘'}, {'section_id': '1675537468299091968', 'section_title': '时间之纽，情牵古今'}, {'section_id': '1675537548133523456', 'section_title': '爱情图景，时代变奏'}]",https://pic4.zhimg.com/100/v2-7b7e16cbd46d965ea70e5b1d6f8414f7_hd.png,1692680552,1675537064626720768
2153588,112,False,青春主场,第31届世界大学生夏季运动会是继北京、深圳大运会之后，中国大陆第三次举办世界大学生夏季运动会，将于2023年7月28日至8月8日在中国四川省成都市举行。,"[{'section_id': '1667565042743529472', 'section_title': '大运：青春活力'}, {'section_id': '1667565140877713408', 'section_title': '成都：城市魅力'}, {'section_id': '1667566035786760192', 'section_title': '盛会：∞想象力'}, {'section_id': '1667566930461564928', 'section_title': '攻略：添行动力'}]",https://pic1.zhimg.com/100/v2-7aeb363685cbe12f7a46aa1141486e1c_hd.png,1690429591,1667564305561280512
5440422,61,False,暑你京彩----精彩暑假你做主,为更好服务保障青少年学生暑期生活，使社会各届组织策划的暑期文化活动信息及时便捷地融达广大青少年学生和家长，为其健康成长营造良好暑期网络氛围，现集中开展“暑你京彩┄┄精彩暑假你做主”网上主题宣传活动。,"[{'section_id': '1666865935108501504', 'section_title': '暑期大计：多彩暑期当何从'}, {'section_id': '1666864737261568000', 'section_title': '读万卷书：静读书、悟真理，暑期不可少'}, {'section_id': '1666865009849356289', 'section_title': '行万里路：游玩、研学、参观，暑期如此多彩'}, {'section_id': '1666865167089618944', 'section_title': '安全第一：个人安全是要事'}]",https://pic2.zhimg.com/100/v2-c4b1cde6b4278c73a5d957d5caefdb05_hd.png,1692697509,1666859701274017792
65494,31,False,巡礼新时代 京彩谱华章,展现大国首都深厚的历史底蕴和文化内涵，体悟新时代奋斗脉搏和幸福底色。,"[{'section_id': '1667132966693208064', 'section_title': '北京市网络文明宣传季'}, {'section_id': '1666862354649354240', 'section_title': '当代北京模样'}, {'section_id': '1666862862806020096', 'section_title': '回溯历史印记'}]",https://pic1.zhimg.com/100/v2-bef01ce4afbdc6cf13887965655c7418_hd.png,1690594418,1666858846474440705
247211,43,False,网安网络谣言打击整治专项行动,为了有效净化网络环境、依法严厉打击网络谣言，4月10号起公安部网安局部署为期百天的网络谣言打击整治专项行动。,"[{'section_id': '1665424169603665920', 'section_title': '警方在行动'}, {'section_id': '1665424216492077056', 'section_title': '知乎在行动'}]",https://pic1.zhimg.com/100/v2-bf7916aa95b5a9afd81ae42e2bfae794_hd.png,1689929921,1665424027438129152
239964906,23,False,清朗网络 知识护航,知乎“清朗网络 知识护航”活动以知乎吉祥物刘看山带领少年儿童畅游互联网为主题，通过专题搭建、互动问答、拍摄制作系列未成年互联网安全动画视频等活动，为青少年营造健康清朗的网络环境。,"[{'section_id': '1665398975460159488', 'section_title': '茁壮成长， 科学引导安全上网'}, {'section_id': '1665398887732043776', 'section_title': '网络清朗，铸就护苗安全防线'}, {'section_id': '1665398763572264960', 'section_title': '心灵守护，保护青少年在线安全'}]",https://pic1.zhimg.com/100/v2-4ce55f2e10d28f38b6c71c1daa9fb4a4_hd.png,1710221952,1665398513235120128
30144578,111,False,盛世中华，何以中国,以“大众科普”为看点，以各家博物的特色内容作为讲述与问答科普，解密每件博物的特点，充分利用全国各地博物馆资源优势，揭示中国五千年历史之秘，洞悉无奇不有的万千世界。,"[{'section_id': '1665329693183143936', 'section_title': '揭示新时代中国的光辉与成就'}, {'section_id': '1665329769104191488', 'section_title': '探索博物馆文化的精髓和魅力'}, {'section_id': '1665329811676160000', 'section_title': '用影像传递博物馆的璀璨与艺术'}, {'section_id': '1665329868114731008', 'section_title': '解密博物馆珍藏'}]",https://pic3.zhimg.com/100/v2-91d0bcf689ff8903dd4da1e5091ce8a6_hd.png,1689828959,1665329532839186432
708437,46,False,非遗好young,挖掘城市人文经济新动能,"[{'section_id': '1664563567813705728', 'section_title': '「青春」八问'}, {'section_id': '1664563713733566464', 'section_title': '「Young」趣好文'}]",https://pic3.zhimg.com/100/v2-28473d61ca3b9752470c5f878b49284a_hd.png,1689644282,1664562994204856320
